351 	 Q0 	 FT934-4848           	 0       	 116.8261 	 RUN
358 	 Q0 	 FR940921-0-00010     	 539     	 38.6331 	 RUN
358 	 Q0 	 LA010590-0015        	 540     	 38.6232 	 RUN
358 	 Q0 	 FR940512-1-00088     	 541     	 38.6230 	 RUN
358 	 Q0 	 FR940525-1-00085     	 542     	 38.6070 	 RUN
358 	 Q0 	 LA032789-0096        	 543     	 38.5887 	 RUN
358 	 Q0 	 LA101289-0199        	 544     	 38.5868 	 RUN
358 	 Q0 	 FR940721-2-00057     	 545     	 38.5430 	 RUN
358 	 Q0 	 FT922-3968           	 546     	 38.5336 	 RUN
358 	 Q0 	 FR940505-1-00118     	 547     	 38.4628 	 RUN
358 	 Q0 	 FT942-10802          	 548     	 38.4575 	 RUN
358 	 Q0 	 FR940628-1-00078     	 549     	 38.4563 	 RUN
358 	 Q0 	 LA091090-0125        	 550     	 38.4303 	 RUN
358 	 Q0 	 LA081890-0002        	 551     	 38.4303 	 RUN
358 	 Q0 	 LA112489-0121        	 552     	 38.4303 	 RUN
358 	 Q0 	 FBIS3-23631          	 553     	 38.4141 	 RUN
358 	 Q0 	 FR941230-2-00036     	 554     	 38.3878 	 RUN
358 	 Q0 	 FBIS4-13302          	 555     	 38.3820 	 RUN
358 	 Q0 	 FBIS4-13303          	 556     	 38.3820 	 RUN
358 	 Q0 	 FR940223-2-00229     	 557     	 38.3749 	 RUN
358 	 Q0 	 LA102190-0050        	 558     	 38.3637 	 RUN
358 	 Q0 	 FT922-14199          	 559     	 38.3568 	 RUN
358 	 Q0 	 LA111390-0063        	 560     	 38.3370 	 RUN
358 	 Q0 	 FR940803-0-00125     	 561     	 38.3295 	 RUN
358 	 Q0 	 LA012289-0168        	 562     	 38.3267 	 RUN
358 	 Q0 	 LA010589-0026        	 563     	 38.3236 	 RUN
358 	 Q0 	 LA040589-0126        	 564     	 38.3075 	 RUN
358 	 Q0 	 FBIS3-16824          	 565     	 38.2711 	 RUN
358 	 Q0 	 FR940112-1-00044     	 566     	 38.2306 	 RUN
358 	 Q0 	 LA071989-0076        	 567     	 38.2294 	 RUN
358 	 Q0 	 LA111890-0011        	 568     	 38.1732 	 RUN
358 	 Q0 	 FR941012-0-00117     	 569     	 38.1697 	 RUN
358 	 Q0 	 FT933-4347           	 570     	 38.1491 	 RUN
358 	 Q0 	 FR940831-2-00166     	 571     	 38.1343 	 RUN
358 	 Q0 	 LA101790-0149        	 572     	 38.1334 	 RUN
358 	 Q0 	 FR940324-2-00086     	 573     	 38.0952 	 RUN
358 	 Q0 	 LA040589-0021        	 574     	 38.0866 	 RUN
358 	 Q0 	 FBIS4-68397          	 575     	 38.0813 	 RUN
358 	 Q0 	 FR940526-2-00032     	 576     	 38.0760 	 RUN
358 	 Q0 	 FR941026-1-00009     	 577     	 38.0722 	 RUN
358 	 Q0 	 LA112889-0061        	 578     	 38.0497 	 RUN
358 	 Q0 	 LA102390-0018        	 579     	 38.0491 	 RUN
358 	 Q0 	 FR940722-0-00148     	 580     	 38.0286 	 RUN
358 	 Q0 	 FR940512-1-00102     	 581     	 38.0254 	 RUN
358 	 Q0 	 FR940822-1-00027     	 582     	 38.0154 	 RUN
358 	 Q0 	 FR940525-1-00070     	 583     	 38.0109 	 RUN
358 	 Q0 	 LA073089-0135        	 584     	 37.9931 	 RUN
358 	 Q0 	 FR941219-1-00019     	 585     	 37.9864 	 RUN
358 	 Q0 	 LA011090-0127        	 586     	 37.9842 	 RUN
358 	 Q0 	 FBIS4-32646          	 587     	 37.9792 	 RUN
358 	 Q0 	 LA050390-0031        	 588     	 37.9766 	 RUN
358 	 Q0 	 FR940317-2-00066     	 589     	 37.9721 	 RUN
358 	 Q0 	 LA040489-0076        	 590     	 37.9675 	 RUN
358 	 Q0 	 FT924-8178           	 591     	 37.9672 	 RUN
358 	 Q0 	 FBIS4-18917          	 592     	 37.9577 	 RUN
358 	 Q0 	 FBIS3-61570          	 593     	 37.9289 	 RUN
358 	 Q0 	 LA082689-0060        	 594     	 37.9207 	 RUN
358 	 Q0 	 FR940118-1-00063     	 595     	 37.9148 	 RUN
358 	 Q0 	 FR941012-0-00050     	 596     	 37.9128 	 RUN
358 	 Q0 	 FBIS3-22119          	 597     	 37.9117 	 RUN
358 	 Q0 	 FR940425-0-00039     	 598     	 37.9004 	 RUN
358 	 Q0 	 FR940405-1-00080     	 599     	 37.8974 	 RUN
358 	 Q0 	 LA061490-0025        	 600     	 37.8885 	 RUN
358 	 Q0 	 LA011390-0094        	 601     	 37.8795 	 RUN
358 	 Q0 	 FR940819-1-00037     	 602     	 37.8715 	 RUN
358 	 Q0 	 LA053089-0004        	 603     	 37.8708 	 RUN
358 	 Q0 	 LA102090-0104        	 604     	 37.8530 	 RUN
358 	 Q0 	 LA082490-0058        	 605     	 37.8351 	 RUN
358 	 Q0 	 FBIS4-39993          	 606     	 37.8299 	 RUN
358 	 Q0 	 FT921-8063           	 607     	 37.8199 	 RUN
358 	 Q0 	 FT943-2071           	 608     	 37.8153 	 RUN
358 	 Q0 	 FR941202-0-00121     	 609     	 37.8116 	 RUN
358 	 Q0 	 FR941213-1-00034     	 610     	 37.8103 	 RUN
358 	 Q0 	 LA092790-0255        	 611     	 37.7985 	 RUN
358 	 Q0 	 LA011489-0022        	 612     	 37.7868 	 RUN
358 	 Q0 	 FT923-10181          	 613     	 37.7545 	 RUN
358 	 Q0 	 FR941006-1-00149     	 614     	 37.6900 	 RUN
358 	 Q0 	 FR940721-2-00064     	 615     	 37.6755 	 RUN
358 	 Q0 	 FR940318-2-00090     	 616     	 37.6744 	 RUN
358 	 Q0 	 FBIS3-42893          	 617     	 37.6326 	 RUN
358 	 Q0 	 FBIS4-36868          	 618     	 37.6044 	 RUN
358 	 Q0 	 FR941026-1-00016     	 619     	 37.5806 	 RUN
358 	 Q0 	 FR940216-0-00206     	 620     	 37.5656 	 RUN
358 	 Q0 	 LA120290-0213        	 621     	 37.5522 	 RUN
358 	 Q0 	 LA040389-0046        	 622     	 37.5295 	 RUN
358 	 Q0 	 FR940617-1-00045     	 623     	 37.5257 	 RUN
358 	 Q0 	 FBIS3-42577          	 624     	 37.5251 	 RUN
358 	 Q0 	 LA082090-0108        	 625     	 37.5208 	 RUN
358 	 Q0 	 FR941103-0-00103     	 626     	 37.5136 	 RUN
358 	 Q0 	 LA021390-0054        	 627     	 37.5121 	 RUN
358 	 Q0 	 LA021390-0111        	 628     	 37.5121 	 RUN
358 	 Q0 	 LA030289-0097        	 629     	 37.5048 	 RUN
358 	 Q0 	 FR940512-1-00097     	 630     	 37.4806 	 RUN
358 	 Q0 	 FR940926-0-00075     	 631     	 37.4744 	 RUN
358 	 Q0 	 FR941019-1-00009     	 632     	 37.4368 	 RUN
358 	 Q0 	 FR941006-1-00066     	 633     	 37.4347 	 RUN
358 	 Q0 	 FR940721-0-00058     	 634     	 37.4336 	 RUN
358 	 Q0 	 FBIS3-60558          	 635     	 37.4268 	 RUN
358 	 Q0 	 LA062190-0031        	 636     	 37.4054 	 RUN
358 	 Q0 	 FT932-15115          	 637     	 37.3779 	 RUN
358 	 Q0 	 LA052990-0085        	 638     	 37.3652 	 RUN
358 	 Q0 	 LA061590-0104        	 639     	 37.3632 	 RUN
358 	 Q0 	 FR940606-1-00047     	 640     	 37.3584 	 RUN
358 	 Q0 	 FR941012-0-00101     	 641     	 37.3397 	 RUN
358 	 Q0 	 FBIS4-20742          	 642     	 37.3311 	 RUN
358 	 Q0 	 FR941017-1-00041     	 643     	 37.3114 	 RUN
358 	 Q0 	 FR940713-1-00033     	 644     	 37.2990 	 RUN
358 	 Q0 	 FR940114-1-00040     	 645     	 37.2913 	 RUN
358 	 Q0 	 FR941012-0-00086     	 646     	 37.2671 	 RUN
358 	 Q0 	 FBIS3-18617          	 647     	 37.2670 	 RUN
358 	 Q0 	 LA030690-0135        	 648     	 37.2617 	 RUN
358 	 Q0 	 LA061490-0184        	 649     	 37.2433 	 RUN
358 	 Q0 	 FR940412-2-00127     	 650     	 37.2411 	 RUN
358 	 Q0 	 FT931-10844          	 651     	 37.2367 	 RUN
358 	 Q0 	 LA013189-0058        	 652     	 37.2095 	 RUN
358 	 Q0 	 FR941202-0-00157     	 653     	 37.2089 	 RUN
358 	 Q0 	 LA011689-0032        	 654     	 37.2030 	 RUN
358 	 Q0 	 FT923-6941           	 655     	 37.2022 	 RUN
358 	 Q0 	 LA061190-0043        	 656     	 37.1414 	 RUN
358 	 Q0 	 FR941019-1-00046     	 657     	 37.1286 	 RUN
358 	 Q0 	 LA010189-0157        	 658     	 37.0930 	 RUN
358 	 Q0 	 FR940930-1-00010     	 659     	 37.0915 	 RUN
358 	 Q0 	 FBIS4-25110          	 660     	 37.0880 	 RUN
358 	 Q0 	 FBIS4-22925          	 661     	 37.0361 	 RUN
358 	 Q0 	 LA100489-0051        	 662     	 37.0322 	 RUN
358 	 Q0 	 FT931-9191           	 663     	 37.0297 	 RUN
358 	 Q0 	 FR941006-1-00106     	 664     	 37.0219 	 RUN
358 	 Q0 	 FBIS3-60463          	 665     	 37.0174 	 RUN
358 	 Q0 	 LA072790-0067        	 666     	 37.0142 	 RUN
358 	 Q0 	 FR940405-1-00049     	 667     	 37.0092 	 RUN
358 	 Q0 	 LA110190-0194        	 668     	 37.0032 	 RUN
358 	 Q0 	 FR940512-1-00103     	 669     	 36.9974 	 RUN
358 	 Q0 	 FR940111-2-00056     	 670     	 36.9852 	 RUN
358 	 Q0 	 FT943-4066           	 671     	 36.9778 	 RUN
358 	 Q0 	 FR940627-0-00190     	 672     	 36.9769 	 RUN
358 	 Q0 	 LA121589-0052        	 673     	 36.9586 	 RUN
358 	 Q0 	 FBIS3-39083          	 674     	 36.9539 	 RUN
358 	 Q0 	 LA121690-0122        	 675     	 36.9194 	 RUN
358 	 Q0 	 LA121689-0057        	 676     	 36.9050 	 RUN
358 	 Q0 	 FT931-14260          	 677     	 36.8758 	 RUN
358 	 Q0 	 LA031790-0066        	 678     	 36.8676 	 RUN
358 	 Q0 	 FBIS3-14162          	 679     	 36.8605 	 RUN
358 	 Q0 	 FR940114-1-00030     	 680     	 36.8465 	 RUN
358 	 Q0 	 FR940819-1-00029     	 681     	 36.8286 	 RUN
358 	 Q0 	 FR941125-0-00028     	 682     	 36.8119 	 RUN
358 	 Q0 	 LA051989-0002        	 683     	 36.8070 	 RUN
358 	 Q0 	 LA092690-0064        	 684     	 36.8068 	 RUN
358 	 Q0 	 FBIS3-49864          	 685     	 36.8050 	 RUN
358 	 Q0 	 LA030290-0067        	 686     	 36.7944 	 RUN
358 	 Q0 	 LA031089-0169        	 687     	 36.7934 	 RUN
358 	 Q0 	 FR940628-1-00081     	 688     	 36.7571 	 RUN
358 	 Q0 	 LA090190-0008        	 689     	 36.7568 	 RUN
358 	 Q0 	 LA022090-0004        	 690     	 36.7399 	 RUN
358 	 Q0 	 LA062789-0111        	 691     	 36.7320 	 RUN
358 	 Q0 	 FR940406-2-00070     	 692     	 36.7319 	 RUN
358 	 Q0 	 FR940620-2-00038     	 693     	 36.7299 	 RUN
358 	 Q0 	 FR940512-1-00105     	 694     	 36.7170 	 RUN
358 	 Q0 	 FBIS4-6667           	 695     	 36.7067 	 RUN
358 	 Q0 	 FBIS3-9649           	 696     	 36.6831 	 RUN
358 	 Q0 	 FT941-6851           	 697     	 36.6689 	 RUN
358 	 Q0 	 LA092190-0132        	 698     	 36.6543 	 RUN
358 	 Q0 	 FR941230-0-00074     	 699     	 36.6449 	 RUN
358 	 Q0 	 FR940919-2-00067     	 700     	 36.6097 	 RUN
358 	 Q0 	 FR940628-1-00070     	 701     	 36.6060 	 RUN
358 	 Q0 	 FR940613-0-00123     	 702     	 36.6059 	 RUN
358 	 Q0 	 FR941121-2-00109     	 703     	 36.6026 	 RUN
358 	 Q0 	 LA033089-0019        	 704     	 36.6022 	 RUN
358 	 Q0 	 FBIS4-67034          	 705     	 36.5721 	 RUN
358 	 Q0 	 FBIS3-23506          	 706     	 36.5382 	 RUN
358 	 Q0 	 FR940512-1-00094     	 707     	 36.5212 	 RUN
358 	 Q0 	 LA060890-0027        	 708     	 36.5029 	 RUN
358 	 Q0 	 FR940617-1-00046     	 709     	 36.4958 	 RUN
358 	 Q0 	 LA092690-0139        	 710     	 36.4470 	 RUN
358 	 Q0 	 LA012089-0103        	 711     	 36.4295 	 RUN
358 	 Q0 	 LA121590-0071        	 712     	 36.4245 	 RUN
358 	 Q0 	 FT922-1871           	 713     	 36.4213 	 RUN
358 	 Q0 	 FR940720-2-00105     	 714     	 36.3956 	 RUN
358 	 Q0 	 LA050789-0099        	 715     	 36.3924 	 RUN
358 	 Q0 	 FT921-11140          	 716     	 36.3923 	 RUN
358 	 Q0 	 FBIS4-36777          	 717     	 36.3906 	 RUN
358 	 Q0 	 LA092790-0053        	 718     	 36.3896 	 RUN
358 	 Q0 	 FR940819-0-00040     	 719     	 36.3883 	 RUN
358 	 Q0 	 FBIS3-22526          	 720     	 36.3793 	 RUN
358 	 Q0 	 FR940324-2-00088     	 721     	 36.3516 	 RUN
358 	 Q0 	 LA021689-0018        	 722     	 36.3489 	 RUN
358 	 Q0 	 LA090689-0070        	 723     	 36.3209 	 RUN
358 	 Q0 	 FBIS4-20562          	 724     	 36.2855 	 RUN
358 	 Q0 	 FR940906-0-00005     	 725     	 36.2779 	 RUN
358 	 Q0 	 FR940725-0-00123     	 726     	 36.2770 	 RUN
358 	 Q0 	 FBIS3-60317          	 727     	 36.2715 	 RUN
358 	 Q0 	 FR940525-1-00050     	 728     	 36.2688 	 RUN
358 	 Q0 	 LA123189-0132        	 729     	 36.2470 	 RUN
358 	 Q0 	 LA013089-0044        	 730     	 36.2470 	 RUN
358 	 Q0 	 LA022689-0108        	 731     	 36.2369 	 RUN
358 	 Q0 	 FR940802-2-00114     	 732     	 36.2099 	 RUN
358 	 Q0 	 LA121290-0103        	 733     	 36.2049 	 RUN
358 	 Q0 	 FBIS3-48547          	 734     	 36.2035 	 RUN
358 	 Q0 	 FBIS3-57807          	 735     	 36.2001 	 RUN
358 	 Q0 	 FT921-8754           	 736     	 36.1760 	 RUN
358 	 Q0 	 LA072790-0154        	 737     	 36.1442 	 RUN
358 	 Q0 	 FR940802-2-00113     	 738     	 36.1395 	 RUN
358 	 Q0 	 FR940412-2-00128     	 739     	 36.1268 	 RUN
358 	 Q0 	 FBIS4-44635          	 740     	 36.1212 	 RUN
358 	 Q0 	 FBIS3-36078          	 741     	 36.0755 	 RUN
358 	 Q0 	 LA061789-0132        	 742     	 36.0698 	 RUN
358 	 Q0 	 FR940512-1-00110     	 743     	 36.0665 	 RUN
358 	 Q0 	 FBIS4-68881          	 744     	 36.0556 	 RUN
358 	 Q0 	 LA040389-0048        	 745     	 36.0107 	 RUN
358 	 Q0 	 FBIS4-53803          	 746     	 36.0101 	 RUN
358 	 Q0 	 LA102690-0134        	 747     	 36.0019 	 RUN
358 	 Q0 	 LA082390-0094        	 748     	 35.9908 	 RUN
358 	 Q0 	 LA030889-0102        	 749     	 35.9602 	 RUN
358 	 Q0 	 FR940525-1-00058     	 750     	 35.9553 	 RUN
358 	 Q0 	 FR940906-0-00018     	 751     	 35.9222 	 RUN
358 	 Q0 	 FBIS4-20561          	 752     	 35.9010 	 RUN
358 	 Q0 	 LA102989-0062        	 753     	 35.8931 	 RUN
358 	 Q0 	 LA100989-0084        	 754     	 35.8914 	 RUN
358 	 Q0 	 FR940721-0-00044     	 755     	 35.8907 	 RUN
358 	 Q0 	 LA041489-0158        	 756     	 35.8686 	 RUN
358 	 Q0 	 FT931-612            	 757     	 35.8650 	 RUN
358 	 Q0 	 LA041389-0160        	 758     	 35.8413 	 RUN
358 	 Q0 	 FR940722-1-00058     	 759     	 35.8356 	 RUN
358 	 Q0 	 FR941230-2-00118     	 760     	 35.8228 	 RUN
358 	 Q0 	 LA062489-0096        	 761     	 35.8204 	 RUN
358 	 Q0 	 FBIS3-40551          	 762     	 35.8131 	 RUN
358 	 Q0 	 LA072089-0139        	 763     	 35.8053 	 RUN
358 	 Q0 	 FR940406-2-00071     	 764     	 35.7997 	 RUN
358 	 Q0 	 FR940627-0-00130     	 765     	 35.7888 	 RUN
358 	 Q0 	 FBIS3-20374          	 766     	 35.7556 	 RUN
358 	 Q0 	 LA031089-0159        	 767     	 35.7529 	 RUN
358 	 Q0 	 LA041390-0182        	 768     	 35.7485 	 RUN
358 	 Q0 	 FBIS4-41849          	 769     	 35.7472 	 RUN
358 	 Q0 	 FR940722-1-00032     	 770     	 35.7412 	 RUN
358 	 Q0 	 LA092689-0110        	 771     	 35.7363 	 RUN
358 	 Q0 	 FR940405-1-00082     	 772     	 35.7288 	 RUN
358 	 Q0 	 FR940516-1-00119     	 773     	 35.7202 	 RUN
358 	 Q0 	 LA031989-0112        	 774     	 35.6873 	 RUN
358 	 Q0 	 FBIS3-43077          	 775     	 35.6790 	 RUN
358 	 Q0 	 FBIS4-68446          	 776     	 35.6730 	 RUN
358 	 Q0 	 LA072789-0134        	 777     	 35.6604 	 RUN
358 	 Q0 	 LA012789-0011        	 778     	 35.6590 	 RUN
358 	 Q0 	 LA050590-0081        	 779     	 35.6443 	 RUN
358 	 Q0 	 FBIS4-68325          	 780     	 35.6149 	 RUN
358 	 Q0 	 FBIS4-24832          	 781     	 35.6075 	 RUN
358 	 Q0 	 FBIS4-2016           	 782     	 35.5940 	 RUN
358 	 Q0 	 LA121290-0117        	 783     	 35.5903 	 RUN
358 	 Q0 	 LA121089-0088        	 784     	 35.5897 	 RUN
358 	 Q0 	 FT924-2794           	 785     	 35.5890 	 RUN
358 	 Q0 	 LA092789-0118        	 786     	 35.5455 	 RUN
358 	 Q0 	 LA092389-0094        	 787     	 35.5285 	 RUN
358 	 Q0 	 FR941012-0-00055     	 788     	 35.5223 	 RUN
358 	 Q0 	 LA030890-0020        	 789     	 35.5161 	 RUN
358 	 Q0 	 FR940920-2-00078     	 790     	 35.5015 	 RUN
358 	 Q0 	 LA021189-0022        	 791     	 35.4845 	 RUN
358 	 Q0 	 FR940928-1-00051     	 792     	 35.4709 	 RUN
358 	 Q0 	 LA091489-0033        	 793     	 35.4603 	 RUN
358 	 Q0 	 FR940926-0-00080     	 794     	 35.4535 	 RUN
358 	 Q0 	 FBIS4-17346          	 795     	 35.4350 	 RUN
358 	 Q0 	 FBIS3-42466          	 796     	 35.4161 	 RUN
358 	 Q0 	 FR940720-0-00086     	 797     	 35.4125 	 RUN
358 	 Q0 	 LA062290-0086        	 798     	 35.4062 	 RUN
358 	 Q0 	 FBIS3-12720          	 799     	 35.3945 	 RUN
358 	 Q0 	 FBIS3-10595          	 800     	 35.3736 	 RUN
358 	 Q0 	 FR940406-0-00101     	 801     	 35.3407 	 RUN
358 	 Q0 	 LA011689-0059        	 802     	 35.3179 	 RUN
358 	 Q0 	 FT933-6989           	 803     	 35.3101 	 RUN
358 	 Q0 	 FR940204-0-00010     	 804     	 35.3079 	 RUN
358 	 Q0 	 FBIS4-47171          	 805     	 35.2704 	 RUN
358 	 Q0 	 LA020690-0088        	 806     	 35.2676 	 RUN
358 	 Q0 	 LA061790-0237        	 807     	 35.2645 	 RUN
358 	 Q0 	 FBIS3-24177          	 808     	 35.2636 	 RUN
358 	 Q0 	 FBIS3-55771          	 809     	 35.2628 	 RUN
358 	 Q0 	 FR940721-2-00058     	 810     	 35.2508 	 RUN
358 	 Q0 	 LA021090-0044        	 811     	 35.2185 	 RUN
358 	 Q0 	 FR940324-2-00082     	 812     	 35.2132 	 RUN
358 	 Q0 	 FBIS3-2735           	 813     	 35.1961 	 RUN
358 	 Q0 	 FT933-4222           	 814     	 35.1773 	 RUN
358 	 Q0 	 FT931-1493           	 815     	 35.1519 	 RUN
358 	 Q0 	 FBIS4-13437          	 816     	 35.1443 	 RUN
358 	 Q0 	 FT932-3687           	 817     	 35.1436 	 RUN
358 	 Q0 	 FBIS3-12411          	 818     	 35.1234 	 RUN
358 	 Q0 	 FBIS4-66691          	 819     	 35.1232 	 RUN
358 	 Q0 	 FBIS4-43318          	 820     	 35.1154 	 RUN
358 	 Q0 	 FR940926-1-00032     	 821     	 35.1084 	 RUN
358 	 Q0 	 FT944-15396          	 822     	 35.0983 	 RUN
358 	 Q0 	 FR940930-1-00054     	 823     	 35.0974 	 RUN
358 	 Q0 	 FR941012-0-00133     	 824     	 35.0778 	 RUN
358 	 Q0 	 FBIS3-32625          	 825     	 35.0702 	 RUN
358 	 Q0 	 FR940805-1-00088     	 826     	 35.0533 	 RUN
358 	 Q0 	 FT931-2736           	 827     	 35.0435 	 RUN
358 	 Q0 	 FR940817-2-00111     	 828     	 35.0420 	 RUN
358 	 Q0 	 FT923-22             	 829     	 35.0378 	 RUN
358 	 Q0 	 LA053090-0164        	 830     	 35.0378 	 RUN
358 	 Q0 	 FR940922-2-00124     	 831     	 35.0159 	 RUN
358 	 Q0 	 LA121089-0235        	 832     	 35.0140 	 RUN
358 	 Q0 	 FR940104-0-00034     	 833     	 35.0114 	 RUN
358 	 Q0 	 FR940304-1-00188     	 834     	 35.0099 	 RUN
358 	 Q0 	 FBIS3-59755          	 835     	 35.0030 	 RUN
358 	 Q0 	 LA121889-0072        	 836     	 35.0027 	 RUN
358 	 Q0 	 FR941102-1-00033     	 837     	 34.9856 	 RUN
358 	 Q0 	 LA043089-0157        	 838     	 34.9780 	 RUN
358 	 Q0 	 FBIS3-26723          	 839     	 34.9767 	 RUN
358 	 Q0 	 FR940627-0-00171     	 840     	 34.9765 	 RUN
358 	 Q0 	 LA121090-0100        	 841     	 34.9688 	 RUN
358 	 Q0 	 LA050789-0067        	 842     	 34.9621 	 RUN
358 	 Q0 	 FBIS3-26859          	 843     	 34.9486 	 RUN
358 	 Q0 	 FBIS4-26738          	 844     	 34.9416 	 RUN
358 	 Q0 	 LA111189-0008        	 845     	 34.9244 	 RUN
358 	 Q0 	 FBIS4-25979          	 846     	 34.9122 	 RUN
358 	 Q0 	 FBIS3-42908          	 847     	 34.8882 	 RUN
358 	 Q0 	 LA041990-0068        	 848     	 34.8880 	 RUN
358 	 Q0 	 LA022390-0151        	 849     	 34.8867 	 RUN
358 	 Q0 	 FR940406-2-00068     	 850     	 34.8720 	 RUN
358 	 Q0 	 LA062890-0105        	 851     	 34.8641 	 RUN
358 	 Q0 	 LA052689-0013        	 852     	 34.8500 	 RUN
358 	 Q0 	 LA062490-0232        	 853     	 34.8472 	 RUN
358 	 Q0 	 FT944-12927          	 854     	 34.8330 	 RUN
358 	 Q0 	 LA082390-0027        	 855     	 34.7931 	 RUN
358 	 Q0 	 FR940114-1-00023     	 856     	 34.7855 	 RUN
358 	 Q0 	 FBIS3-13226          	 857     	 34.7729 	 RUN
358 	 Q0 	 FR940803-0-00127     	 858     	 34.7637 	 RUN
358 	 Q0 	 FBIS3-42005          	 859     	 34.7517 	 RUN
358 	 Q0 	 LA083089-0032        	 860     	 34.7413 	 RUN
358 	 Q0 	 FR940512-1-00109     	 861     	 34.7363 	 RUN
358 	 Q0 	 LA060589-0017        	 862     	 34.7283 	 RUN
358 	 Q0 	 FR940902-1-00048     	 863     	 34.7221 	 RUN
358 	 Q0 	 FT924-15339          	 864     	 34.7137 	 RUN
358 	 Q0 	 FT933-16347          	 865     	 34.7092 	 RUN
358 	 Q0 	 FBIS3-60526          	 866     	 34.7029 	 RUN
358 	 Q0 	 FR940610-1-00029     	 867     	 34.7010 	 RUN
358 	 Q0 	 FR940830-1-00073     	 868     	 34.6776 	 RUN
358 	 Q0 	 FR940819-0-00118     	 869     	 34.6728 	 RUN
358 	 Q0 	 FR941006-1-00065     	 870     	 34.6715 	 RUN
358 	 Q0 	 FBIS3-55681          	 871     	 34.6633 	 RUN
358 	 Q0 	 FR940525-2-00215     	 872     	 34.6450 	 RUN
358 	 Q0 	 FR941019-1-00056     	 873     	 34.6409 	 RUN
358 	 Q0 	 LA040389-0018        	 874     	 34.6366 	 RUN
358 	 Q0 	 FBIS3-41278          	 875     	 34.6299 	 RUN
358 	 Q0 	 LA091689-0077        	 876     	 34.6288 	 RUN
358 	 Q0 	 FR940525-0-00028     	 877     	 34.6220 	 RUN
358 	 Q0 	 LA022789-0017        	 878     	 34.6058 	 RUN
358 	 Q0 	 FT933-3196           	 879     	 34.5891 	 RUN
358 	 Q0 	 LA102190-0165        	 880     	 34.5891 	 RUN
358 	 Q0 	 FBIS3-34667          	 881     	 34.5865 	 RUN
358 	 Q0 	 FT921-5406           	 882     	 34.5722 	 RUN
358 	 Q0 	 FBIS3-8634           	 883     	 34.5637 	 RUN
358 	 Q0 	 FT942-9922           	 884     	 34.5634 	 RUN
358 	 Q0 	 LA111590-0182        	 885     	 34.5579 	 RUN
358 	 Q0 	 FR941012-0-00142     	 886     	 34.5478 	 RUN
358 	 Q0 	 FBIS3-463            	 887     	 34.5399 	 RUN
358 	 Q0 	 FR940817-2-00273     	 888     	 34.5395 	 RUN
358 	 Q0 	 LA041090-0038        	 889     	 34.5355 	 RUN
358 	 Q0 	 LA121589-0101        	 890     	 34.5324 	 RUN
358 	 Q0 	 FT942-2374           	 891     	 34.5300 	 RUN
358 	 Q0 	 FR940512-1-00107     	 892     	 34.5220 	 RUN
358 	 Q0 	 FR940722-1-00057     	 893     	 34.5213 	 RUN
358 	 Q0 	 FR940512-1-00098     	 894     	 34.5108 	 RUN
358 	 Q0 	 LA071590-0135        	 895     	 34.5041 	 RUN
358 	 Q0 	 LA121990-0031        	 896     	 34.5026 	 RUN
358 	 Q0 	 FBIS4-66617          	 897     	 34.4975 	 RUN
358 	 Q0 	 LA070190-0223        	 898     	 34.4974 	 RUN
358 	 Q0 	 LA080389-0163        	 899     	 34.4798 	 RUN
358 	 Q0 	 FBIS3-22658          	 900     	 34.4597 	 RUN
358 	 Q0 	 FBIS3-20890          	 901     	 34.4597 	 RUN
358 	 Q0 	 FR941006-1-00136     	 902     	 34.4131 	 RUN
358 	 Q0 	 FR940412-2-00123     	 903     	 34.4076 	 RUN
358 	 Q0 	 FR940802-2-00112     	 904     	 34.4044 	 RUN
358 	 Q0 	 FR940406-2-00050     	 905     	 34.3981 	 RUN
358 	 Q0 	 LA120389-0120        	 906     	 34.3979 	 RUN
358 	 Q0 	 LA010189-0115        	 907     	 34.3971 	 RUN
358 	 Q0 	 FR941019-1-00006     	 908     	 34.3885 	 RUN
358 	 Q0 	 FR940721-0-00069     	 909     	 34.3828 	 RUN
358 	 Q0 	 FR940926-1-00009     	 910     	 34.3719 	 RUN
358 	 Q0 	 FR940214-1-00043     	 911     	 34.3710 	 RUN
358 	 Q0 	 FT934-16318          	 912     	 34.3692 	 RUN
358 	 Q0 	 FBIS3-49489          	 913     	 34.3673 	 RUN
358 	 Q0 	 FR940405-1-00027     	 914     	 34.3534 	 RUN
358 	 Q0 	 LA082290-0128        	 915     	 34.3508 	 RUN
358 	 Q0 	 FR940721-0-00046     	 916     	 34.3353 	 RUN
358 	 Q0 	 LA053190-0019        	 917     	 34.3290 	 RUN
358 	 Q0 	 FR941021-1-00041     	 918     	 34.3257 	 RUN
358 	 Q0 	 FBIS3-36511          	 919     	 34.3234 	 RUN
358 	 Q0 	 FR941216-2-00006     	 920     	 34.3223 	 RUN
358 	 Q0 	 LA030689-0005        	 921     	 34.3173 	 RUN
358 	 Q0 	 FR940913-1-00026     	 922     	 34.3125 	 RUN
358 	 Q0 	 FBIS4-56744          	 923     	 34.3058 	 RUN
358 	 Q0 	 LA042690-0021        	 924     	 34.3033 	 RUN
358 	 Q0 	 LA092390-0244        	 925     	 34.3026 	 RUN
358 	 Q0 	 LA053089-0040        	 926     	 34.2989 	 RUN
358 	 Q0 	 LA122190-0045        	 927     	 34.2960 	 RUN
358 	 Q0 	 LA010190-0086        	 928     	 34.2806 	 RUN
